ID,Name,Age,Nationality,Team,League,Value,Wage,Attacking,Movement,Defending,Goalkeeping,Overall rating,Position,Height,Preferred foot
263610,M. Nonnenmacher,18,France,Nancy,Ligue 2 (France),€325K,€500,40.2,59.2,51.0,9.4,56,CDM,180cm,Left
263580,F. Stumpe,19,Germany,Eintracht Braunschweig,2. Bundesliga (Germany),€350K,€750,48.8,69.8,22.7,8.4,56,RM,176cm,Right
263579,J. Karbownik,20,Poland,Lech Poznań,Ekstraklasa (Poland),€350K,€1K,49.0,68.0,29.0,11.0,56,RM,174cm,Right
263558,T. Degreef,18,Belgium,Anderlecht,Jupiler Pro League (Belgium),€350K,€1K,51.2,56.4,32.3,11.0,56,CAM,177cm,Right
263532,G. Gajardo,21,Chile,Ñublense,Primera Division (Chile),€275K,€700,12.2,35.4,10.0,55.2,56,GK,180cm,Right
263507,B. Diabaté,22,Mali,Lechia Gdańsk,Ekstraklasa (Poland),€325K,€2K,45.6,65.8,15.3,10.0,56,ST,184cm,Right
263492,G. Dănuleasă,19,Romania,SSC Farul,Liga 1 (Romania),€350K,€950,33.8,56.4,55.3,11.4,56,CB,187cm,Right
263484,J. Nakamura,17,Japan,Gamba Osaka,J-League (Japan),€350K,€500,50.2,70.6,33.7,10.6,56,CAM,165cm,Right
263461,A. Demouchy,19,France,Quevilly Rouen,Ligue 2 (France),€300K,€500,43.6,48.6,60.3,11.0,56,CB,186cm,Right
263455,D. Puntigam,19,Austria,Austria Klagenfurt,Bundesliga (Austria),€300K,€500,10.0,32.4,10.7,55.6,56,GK,185cm,Right
263446,N. Bitsche,18,Austria,Rheindorf Altach,Bundesliga (Austria),€325K,€600,39.8,60.2,51.0,10.0,56,CDM,179cm,Right
263426,S. Faraj,20,Algeria,Sochaux,Unknown,€350K,€1K,47.2,64.6,44.7,7.6,56,CAM,178cm,Right
263419,K. Silvestre,18,France,Auxerre,Ligue 2 (France),€300K,€500,48.6,61.6,30.0,9.4,56,ST,183cm,Left
263392,W. Kłos,21,Poland,Stal Mielec,Ekstraklasa (Poland),€325K,€550,48.8,63.2,48.0,9.0,56,LM,178cm,Left
263382,F. Weiler,18,Austria,Hartberg,Bundesliga (Austria),€325K,€550,45.0,67.6,34.0,8.2,56,CAM,174cm,Right
263357,I. Altuntas,19,Germany,Viktoria Köln,3. Liga (Germany),€300K,€550,39.2,62.4,55.3,10.6,56,CB,182cm,Right
263351,A. Demici,21,Romania,Rapid Bucuresti,Liga 1 (Romania),€300K,€1K,36.0,65.2,53.3,9.6,56,LB,176cm,Left
263350,B. Hemcke,19,Germany,Viktoria Köln,3. Liga (Germany),€350K,€650,44.8,62.4,51.0,9.8,56,CAM,182cm,Right
263315,L. Schulz,20,Finland,Viborg,Superliga (Denmark),€300K,€900,12.6,24.6,10.3,57.0,56,GK,198cm,Right
263308,A. Marsh,20,England,Barnsley,League One (England),€325K,€2K,47.0,67.4,16.7,10.4,56,ST,175cm,Left
263276,S. Goma,19,France,Academica Clinceni,Liga 1 (Romania),€300K,€800,50.0,66.4,19.0,7.8,56,ST,183cm,Right
263243,K. Lepczyński,20,Poland,Zagłębie Lubin,Ekstraklasa (Poland),€325K,€1K,37.6,53.6,54.7,10.2,56,CB,191cm,Right
263211,B. Adeeko,20,Republic of Ireland,Wigan Athletic,League One (England),€300K,€2K,44.8,66.0,50.7,11.0,56,CM,175cm,Right
263161,B. Al Sayali,22,Saudi Arabia,Al Hazem,Pro League (Saudi Arabia),€300K,€3K,43.8,62.0,53.3,11.8,56,RM,171cm,Right
263160,A. Al Jowayed,28,Saudi Arabia,Al Hazem,Pro League (Saudi Arabia),€130K,€3K,41.2,57.4,54.0,7.8,56,CDM,175cm,Right
263146,J. Burta,22,Poland,Śląsk Wrocław,Ekstraklasa (Poland),€275K,€1K,10.4,31.8,10.3,55.8,56,GK,195cm,Right
263033,M. Oczkowski,20,Poland,Wisła Płock,Ekstraklasa (Poland),€275K,€550,13.4,33.8,10.3,56.8,56,GK,190cm,Right
263010,B. Balaban,23,Turkey,Galatasaray,Super Lig (Turkey),€240K,€4K,11.8,30.4,10.7,56.8,56,GK,198cm,Right
263004,L. Vásquez,21,Chile,Cobresal,Primera Division (Chile),€350K,€600,44.2,66.0,33.7,11.8,56,CAM,167cm,Right
262995,R. Schabbing,21,Germany,Preußen Münster,3. Liga (Germany),€275K,€500,12.8,32.8,10.7,55.0,56,GK,195cm,Right
262965,A. Sánchez,23,Mexico,Atlético San Luis,Liga MX (Mexico),€180K,€2K,10.8,33.8,11.0,55.4,56,GK,187cm,Right
262941,A. Okyere,18,Ghana,Beerschot,Jupiler Pro League (Belgium),€325K,€700,51.4,64.0,49.0,9.2,56,LM,180cm,Left
262921,A. Bazdrigiannis,19,Germany,Freiburg II,3. Liga (Germany),€350K,€500,48.2,69.2,20.7,10.6,56,CAM,175cm,Right
262916,M. Badji,18,Senegal,Admira,Bundesliga (Austria),€325K,€700,46.2,67.0,21.7,8.4,56,LM,182cm,Left
262913,M. Björkqvist,18,Sweden,Malmö FF,Allsvenskan (Sweden),€350K,€500,46.2,64.4,46.0,10.0,56,RM,181cm,Right
262909,I. Sidibé,20,Mali,Malmö FF,Allsvenskan (Sweden),€325K,€950,37.8,59.8,51.3,11.6,56,CDM,191cm,Left
262851,J. Grey,19,England,Hartlepool United,League Two (England),€350K,€1K,47.8,74.2,20.3,9.8,56,ST,176cm,Right
262830,T. Saunders,23,United States,Nashville SC,Major League Soccer (United States),€240K,€850,11.0,31.2,9.7,55.8,56,GK,196cm,Right
262814,P. Lervik,18,Norway,Molde,Eliteserien (Norway),€400K,€500,14.6,42.2,12.3,56.4,56,GK,185cm,Right
262791,S. Jansen,18,Netherlands,Go Ahead Eagles,Eredivisie (Netherlands),€300K,€500,15.6,32.6,11.0,55.2,56,GK,192cm,Right
262722,H. Bility,20,Australia,Midtjylland,Superliga (Denmark),€300K,€3K,36.8,51.4,53.0,10.6,56,CB,190cm,Right
262697,M. Vasiľ,20,Slovakia,Nieciecza,Ekstraklasa (Poland),€325K,€1K,44.8,60.6,33.3,9.2,56,CAM,182cm,Right
262608,A. Kılıç,16,Turkey,Giresunspor,Super Lig (Turkey),€300K,€500,36.0,52.2,57.3,9.8,56,CB,180cm,Right
262606,A. Aydın,21,Turkey,Giresunspor,Super Lig (Turkey),€325K,€2K,52.4,55.4,43.3,9.0,56,CAM,185cm,Right
262590,F. Carstensen,21,Denmark,Silkeborg,Superliga (Denmark),€350K,€1K,47.6,63.2,20.0,10.4,56,CAM,179cm,Right
262564,B. Hockenhull,21,England,Tranmere Rovers,League Two (England),€210K,€2K,37.8,55.8,56.7,9.8,56,CB,186cm,Right
262550,R. Van Hauter,20,Belgium,Gent,Jupiler Pro League (Belgium),€300K,€2K,42.4,60.8,55.3,8.2,56,CDM,183cm,Right
262549,A. Soussi,20,Belgium,Antwerp,Jupiler Pro League (Belgium),€325K,€3K,49.8,66.2,20.3,9.2,56,ST,182cm,Right
262533,S. Aas,18,Norway,Odd,Eliteserien (Norway),€400K,€500,48.4,65.6,45.0,9.8,56,RM,181cm,Right
262522,J. Bickerstaff,21,England,Wrexham,League Two (Wales),€210K,€3K,47.0,66.6,14.0,8.6,56,ST,188cm,Right
262354,J. Rotsen,24,France,Quevilly Rouen,Ligue 2 (France),€210K,€950,40.2,63.6,55.0,12.4,56,CAM,177cm,Right
262331,Franklin Mascote,23,Brazil,Always Ready,Liga De Futbol Prof (Bolivia),€170K,€500,50.2,59.6,15.3,9.6,56,ST,188cm,Right
262266,B. Minnema,20,Netherlands,SC Cambuur,Eredivisie (Netherlands),€275K,€800,11.0,27.2,10.7,56.2,56,GK,192cm,Right
262246,B. Zynek,19,Poland,Wisła Płock,Ekstraklasa (Poland),€300K,€650,44.6,66.0,27.0,9.6,56,RM,174cm,Right
262225,A. Sannes,19,Norway,Lillestrøm,Eliteserien (Norway),€350K,€650,49.2,58.8,22.0,12.0,56,ST,185cm,Right
262223,J. Kleeberg,19,Germany,Eintracht Braunschweig,2. Bundesliga (Germany),€325K,€650,40.8,70.8,52.0,12.4,56,LB,173cm,Left
262208,R. Baker-Whiting,18,United States,Seattle Sounders,Major League Soccer (United States),€450K,€500,46.4,62.8,52.0,6.8,56,CAM,181cm,Right
262179,G. Bokake,19,Germany,Hannover 96,2. Bundesliga (Germany),€350K,€3K,50.4,65.4,25.0,10.2,56,ST,182cm,Right
262163,R. Djedje,19,France,RFC Seraing,Jupiler Pro League (Belgium),€300K,€1K,40.8,58.4,54.0,10.0,56,CB,183cm,Right
262153,J. Beck,18,Denmark,AGF,Superliga (Denmark),€350K,€850,49.4,64.8,54.7,10.6,56,RM,178cm,Right
262139,E. Kaşcıoğlu,19,Turkey,Denizlispor,Super Lig (Turkey),€300K,€2K,32.8,53.8,64.0,8.2,56,CB,182cm,Right
262002,K. Habibullah,19,Canada,Vancouver Whitecaps,Major League Soccer (Canada),€375K,€800,49.0,69.4,29.0,12.2,56,CAM,168cm,Right
261994,C. Jennings,25,United States,Los Angeles FC,Major League Soccer (United States),€210K,€1K,47.0,64.2,13.7,10.4,56,ST,180cm,Right
261947,Liu Zhurun,21,China PR,Shanghai Port,Super League (China PR),€325K,€3K,45.4,66.6,13.7,8.8,56,ST,183cm,Right
261931,Wei Minzhe,24,China PR,Shenzhen,Super League (China PR),€180K,€1K,17.0,31.4,14.7,55.2,56,GK,193cm,Right
261921,Sun Qinhan,23,China PR,Cangzhou Mighty Lions,Super League (China PR),€300K,€1K,41.0,64.2,52.3,9.2,56,RWB,180cm,Left
261919,Cui Qi,25,China PR,Changchun Yatai,Super League (China PR),€170K,€3K,36.4,59.2,60.3,10.8,56,CB,181cm,Right
261910,G. Sithole,19,England,Bolton Wanderers,League One (England),€300K,€1K,48.6,69.0,21.0,10.0,56,ST,177cm,Right
261721,Xiao Guiren,22,China PR,Jiangsu,Super League (China PR),€230K,€3K,52.6,60.4,54.7,10.4,56,CM,176cm,Right
261700,A. Flanagan,22,United States,Cincinnati,Major League Soccer (United States),€300K,€1K,48.2,55.0,54.3,8.0,56,LB,180cm,Left
261698,T. Nascente,19,Uruguay,Cerro Largo,Primera Division (Uruguay),€350K,€500,47.8,54.2,18.3,9.2,56,ST,191cm,Right
261693,K. Rad,21,United States,Sporting Kansas City,Major League Soccer (United States),€325K,€900,37.2,54.2,56.3,10.4,56,CB,185cm,Right
261656,C. Mizell,31,United States,New York City,Major League Soccer (United States),€80K,€1K,19.2,36.6,16.0,55.8,56,GK,185cm,Right
261645,P. Moser,19,Austria,Ried,Bundesliga (Austria),€300K,€600,13.8,34.2,11.7,56.0,56,GK,191cm,Right
261641,K. Appiah-Forson,20,England,West Ham United,Premier League (England),€350K,€7K,45.8,68.2,51.0,9.8,56,CAM,170cm,Right
261583,N. Hernandez,23,United States,Dallas,Major League Soccer (United States),€275K,€1K,48.6,62.6,44.7,7.2,56,CAM,178cm,Right
261527,J. Gil,18,Colombia,Deportivo Pasto,Liga BetPlay (Colombia),€325K,€500,12.0,40.4,9.3,55.2,56,GK,180cm,Right
261525,J. Suárez,18,Venezuela,Academia Puerto Cabello,Primera Division (Venezuela),€375K,€500,37.8,52.4,58.0,10.0,56,CB,182cm,Right
261515,G. Kapela,17,France,Chambly,Ligue 2 (France),€300K,€500,41.2,57.2,56.7,11.2,56,CB,178cm,Left
261471,G. Reyes,18,Venezuela,Academia Puerto Cabello,Primera Division (Venezuela),€325K,€500,52.4,67.4,50.3,10.6,56,LB,175cm,Right
261463,J. Rangel,21,Mexico,León,Liga MX (Mexico),€325K,€3K,49.6,61.6,51.7,9.6,56,CM,166cm,Right
261431,A. Bayew,20,Australia,Western United,A-League (Australia),€275K,€550,46.0,73.6,25.7,11.0,56,RM,175cm,Right
261414,H. Parsons,19,England,Swindon Town,League Two (England),€300K,€2K,46.4,64.8,21.3,9.4,56,ST,185cm,Right
261382,J. Chilokoa-Mullen,18,Scotland,Leeds United,Championship (England),€425K,€2K,40.0,56.0,54.3,8.6,56,CB,190cm,Right
261365,C. Da Silva,17,Bolivia,Bolívar,Liga De Futbol Prof (Bolivia),€375K,€500,50.6,60.8,48.0,12.2,56,CAM,175cm,Right
261331,K. Coates,19,England,Stoke City,Championship (England),€350K,€2K,37.6,66.6,56.3,10.4,56,RB,170cm,Right
261316,K. Minoda,21,Japan,Shonan Bellmare,J-League (Japan),€300K,€550,38.2,61.6,55.3,9.0,56,CB,180cm,Right
261240,P. Mutswunguma,21,Zimbabwe,Waterford,Premier Division (Republic of Ireland),€210K,€500,51.2,61.8,22.0,10.4,56,ST,190cm,Left
261200,S. Meuer,23,Germany,Erzgebirge Aue,3. Liga (Germany),€325K,€650,54.0,63.8,26.7,10.0,56,ST,186cm,Left
261109,S. Hazazi,20,Saudi Arabia,Al Taawon,Pro League (Saudi Arabia),€325K,€3K,37.6,67.8,48.0,8.8,56,LB,170cm,Left
261105,Jeon Byung Kwan,20,Korea Republic,Daejeon Citizen,K League 1 (Korea Republic),€350K,€1K,42.6,71.4,14.0,9.2,56,ST,178cm,Right
261054,Kang Yoon Gu,21,Korea Republic,Ulsan,K League 1 (Korea Republic),€350K,€1K,45.6,60.6,39.0,6.0,56,CAM,176cm,Left
261001,Y. Kitajima,20,Japan,Avispa Fukuoka,J-League (Japan),€325K,€650,49.0,64.2,35.7,8.8,56,CAM,169cm,Left
260967,A. Păun,22,Romania,Oțelul Galați,Liga 1 (Romania),€300K,€900,17.8,34.0,13.3,56.0,56,GK,181cm,Right
260921,M. Mazur,21,Ukraine,Jagiellonia Białystok,Ekstraklasa (Poland),€300K,€1K,39.0,52.2,57.3,11.2,56,CB,194cm,Left
260913,B. Thompson,19,United States,Sporting Kansas City,Major League Soccer (United States),€300K,€500,12.8,28.2,11.0,54.6,56,GK,193cm,Right
260887,H. Sayer,19,England,Colchester United,League Two (England),€350K,€2K,49.4,74.0,49.3,10.0,56,LM,165cm,Left
260882,J. Adeyemo,20,Republic of Ireland,Drogheda United,Premier Division (Republic of Ireland),€220K,€500,48.2,70.2,35.7,11.0,56,RM,177cm,Right
260860,R. Kodama,18,Japan,Sagan Tosu,J-League (Japan),€375K,€500,53.6,60.6,19.0,8.6,56,CAM,178cm,Right
260859,R. Fukushima,19,Japan,Urawa Reds,J-League (Japan),€325K,€1K,40.8,65.2,53.3,8.8,56,CB,175cm,Left
260855,N. Sutoh,18,Japan,Kashima Antlers,J-League (Japan),€325K,€600,46.2,68.8,30.3,10.4,56,CAM,169cm,Right
260851,S. Tanabe,19,Japan,Kawasaki Frontale,J-League (Japan),€300K,€1K,39.4,62.6,55.3,11.0,56,CB,180cm,Right
260847,T. Hayakawa,22,Japan,Kashima Antlers,J-League (Japan),€250K,€1K,12.6,38.0,14.0,55.4,56,GK,187cm,Right
260845,S. Hirai,18,Japan,Yokohama F. Marinos,J-League (Japan),€300K,€550,37.6,53.4,55.0,12.8,56,CB,186cm,Right
260819,E. Şahin,19,Turkey,Antalyaspor,Super Lig (Turkey),€275K,€850,13.0,44.6,11.3,55.8,56,GK,185cm,Right
260805,D. Rodari,22,Switzerland,Crawley Town,League Two (England),€325K,€2K,47.6,71.0,18.3,11.2,56,ST,178cm,Right
260776,A. Pinot,19,France,Chambly,Ligue 2 (France),€300K,€500,39.0,52.4,56.7,10.2,56,CB,177cm,Right
260730,E. Azcona,19,Dominican Republic,Inter Miami,Major League Soccer (United States),€375K,€800,46.8,70.4,22.7,11.8,56,CAM,168cm,Right
260710,E. Kratzer,22,Germany,SpVgg Greuther Fürth,2. Bundesliga (Germany),€300K,€1K,45.2,62.2,55.7,10.0,56,RB,178cm,Right
260703,H. Al Ali,21,Saudi Arabia,Abha,Pro League (Saudi Arabia),€350K,€2K,49.4,65.8,11.7,10.0,56,ST,172cm,Right
260701,L. Oeßwein,22,Germany,Kaiserslautern,2. Bundesliga (Germany),€275K,€800,39.6,64.4,55.7,10.6,56,LWB,175cm,Left
260673,J. Oliver,18,England,Newcastle United,Premier League (England),€350K,€2K,39.4,62.8,62.7,11.4,56,RB,178cm,Right
260666,R. Thomson,17,Scotland,Newcastle United,Premier League (England),€350K,€750,46.6,63.2,45.3,8.8,56,CAM,173cm,Left
260657,P. Rothrock,24,United States,Seattle Sounders,Major League Soccer (United States),€220K,€1K,47.2,63.6,26.0,7.8,56,RM,173cm,Right
260650,E. Bulut,23,Sweden,Sirius,Allsvenskan (Sweden),€210K,€800,49.2,57.8,14.0,9.8,56,ST,180cm,Right
260630,J. Yull,18,Australia,Adelaide United,A-League (Australia),€350K,€500,41.8,67.2,42.0,10.0,56,CAM,174cm,Right
260598,S. Poyraz,16,Turkey,Antalyaspor,Super Lig (Turkey),€450K,€600,50.0,61.0,29.0,10.2,56,RM,177cm,Right
260588,A. Wallenborg,20,Sweden,Djurgården,Allsvenskan (Sweden),€325K,€950,37.6,69.8,51.0,12.4,56,LWB,180cm,Left
260584,K. Moriyama,19,Japan,Avispa Fukuoka,J-League (Japan),€325K,€500,43.2,56.0,57.0,10.0,56,CDM,178cm,Right
260536,T. Ostler,21,Australia,Perth Glory,A-League (Australia),€325K,€900,49.8,62.6,44.3,8.4,56,ST,184cm,Right
260532,B. Bafford,19,Australia,Perth Glory,A-League (Australia),€350K,€950,48.0,64.8,34.7,9.4,56,ST,172cm,Right
260530,S. Jankovic,22,Serbia,Central Coast Mariners,A-League (Australia),€300K,€500,44.2,58.8,54.7,11.0,56,CDM,175cm,Right
260525,K. Ioka,23,Japan,Vegalta Sendai,J-League (Japan),€180K,€600,15.2,39.2,15.0,55.6,56,GK,186cm,Right
260496,Yu Dong Gyu,26,Korea Republic,Incheon United,K League 1 (Korea Republic),€170K,€1K,47.0,64.8,21.7,9.6,56,ST,181cm,Right
260486,Son Ho Jun,19,Korea Republic,Suwon Bluewings,K League 1 (Korea Republic),€325K,€500,45.2,62.8,54.7,11.8,56,RWB,175cm,Right
260435,S. Issah,22,Ghana,Hermannstadt,Liga 1 (Romania),€300K,€950,32.0,58.4,54.7,11.8,56,CB,188cm,Right
260427,J. Marchand,19,Mexico,Pachuca,Liga MX (Mexico),€300K,€2K,48.4,56.4,54.3,9.8,56,CM,178cm,Right
260424,J. Castilla,17,Colombia,Houston Dynamo,Major League Soccer (United States),€375K,€500,43.4,59.2,46.0,9.4,56,CAM,173cm,Left
260422,D. López,19,Mexico,Necaxa,Liga MX (Mexico),€350K,€1K,51.2,54.6,23.3,9.4,56,ST,183cm,Right
260412,A. Aydin,20,Germany,Kaiserslautern,2. Bundesliga (Germany),€325K,€750,42.6,63.8,32.0,9.4,56,CAM,172cm,Right
260399,J. Perruzza,21,Canada,Toronto,Major League Soccer (Canada),€230K,€1K,47.4,56.8,15.0,9.2,56,ST,185cm,Left
260395,Kim Dae Woo,22,Korea Republic,Gangwon,K League 1 (Korea Republic),€325K,€1K,40.8,61.0,54.7,11.2,56,CDM,179cm,Right
260380,E. Olsson,20,Sweden,Kalmar,Allsvenskan (Sweden),€325K,€500,36.8,55.0,55.3,9.6,56,CB,188cm,Left
260353,M. Yumiba,19,Japan,Oita Trinita,J-League (Japan),€325K,€500,46.6,61.6,53.7,10.8,56,CAM,174cm,Right
260350,K. Nishikawa,18,Japan,Oita Trinita,J-League (Japan),€250K,€500,13.6,40.4,10.7,56.4,56,GK,180cm,Right
260213,N. Goto,19,Japan,Tokushima Vortis,J-League (Japan),€300K,€500,14.4,37.6,11.7,55.4,56,GK,187cm,Right
260123,W. De Buyser,21,Belgium,Zulte-Waregem,Jupiler Pro League (Belgium),€300K,€2K,36.6,61.2,59.3,9.6,56,CB,183cm,Left
260106,G. Singh,23,India,Hyderabad,Indian Super League (India),€275K,€500,11.0,35.4,9.3,56.0,56,GK,183cm,Right
260079,M. Bruns,19,Germany,FC Union Berlin,Bundesliga (Germany),€350K,€2K,34.2,44.4,58.7,9.2,56,CB,192cm,Right
260000,D. Edvardsson,20,Sweden,Värnamo,Allsvenskan (Sweden),€350K,€1K,50.2,66.8,47.0,9.4,56,RM,174cm,Right
259983,T. Plumain,19,France,Châteauroux,Ligue 2 (France),€325K,€500,13.2,33.2,9.7,55.6,56,GK,194cm,Right
259924,T. Minami,19,Japan,Yokohama F. Marinos,J-League (Japan),€350K,€1K,51.4,66.2,22.0,11.6,56,RW,175cm,Right
259870,A. Stan,21,Romania,Voluntari,Liga 1 (Romania),€325K,€2K,50.8,65.6,28.0,10.6,56,RM,176cm,Right
259727,V. Singh,21,India,Mumbai City,Indian Super League (India),€325K,€500,50.0,71.4,21.7,10.6,56,RM,173cm,Right
259719,C. Chiappetta,20,Switzerland,Winterthur,Super League (Switzerland),€350K,€1K,51.0,68.8,14.7,10.6,56,RW,175cm,Right
259672,E. Igbonekwu,18,Nigeria,Hartberg,Bundesliga (Austria),€325K,€700,45.2,72.6,18.7,10.0,56,ST,174cm,Right
259648,B. Singh,23,India,Goa,Indian Super League (India),€230K,€500,46.6,73.4,50.3,9.4,56,RM,161cm,Right
259644,A. Pyndt,22,Denmark,Silkeborg,Superliga (Denmark),€325K,€2K,44.8,67.4,50.7,8.4,56,CAM,175cm,Right
259577,L. Calzadilla,21,Mexico,Atlético San Luis,Liga MX (Mexico),€325K,€2K,48.8,54.2,50.7,9.2,56,CM,168cm,Right
259550,C. Odunze,17,United States,Leicester City,Championship (England),€325K,€500,11.2,33.4,11.0,55.0,56,GK,200cm,Left
259546,A. Astudillo,22,Venezuela,Universidad Católica,Primera Division (Chile),€300K,€1K,35.0,66.6,53.7,10.6,56,RB,177cm,Right
259538,S. Guerra,19,Colombia,Atlético Nacional,Liga BetPlay (Colombia),€300K,€500,11.0,28.6,9.3,56.4,56,GK,188cm,Right
259518,B. Roco,17,Chile,Huachipato,Primera Division (Chile),€300K,€500,34.2,61.8,57.7,12.6,56,CB,170cm,Right
259508,Anderson,24,Brazil,Voluntari,Liga 1 (Romania),€220K,€1K,52.2,64.0,21.3,9.8,56,LM,179cm,Left
259468,N. El Harmazi,21,Netherlands,RKC Waalwijk,Eredivisie (Netherlands),€350K,€1K,50.6,61.6,50.0,12.2,56,CAM,175cm,Right
259462,S. Ceulemans,18,Belgium,Beerschot,Jupiler Pro League (Belgium),€325K,€700,46.4,65.8,27.3,11.4,56,CAM,178cm,Right
259404,H. Lee,17,England,Exeter City,League One (England),€275K,€500,11.4,40.0,10.7,55.0,56,GK,188cm,Right
259378,A. Al Shanqeeti,24,Saudi Arabia,Al Khaleej,Pro League (Saudi Arabia),€300K,€2K,41.6,60.8,54.0,11.2,56,CB,184cm,Right
259364,M. Al Shammari,28,Saudi Arabia,Al-Ain,Pro League (Saudi Arabia),€120K,€3K,12.2,41.6,10.7,53.4,56,GK,184cm,Right
259346,G. Martins,29,India,ATK Mohun Bagan,Indian Super League (India),€120K,€650,44.0,62.2,48.7,9.6,56,CDM,180cm,Right
259332,F. Holst-Larsen,18,Norway,Strømsgodset,Eliteserien (Norway),€350K,€500,39.0,65.6,50.3,9.8,56,RWB,183cm,Right
259308,J. Gomes,20,Netherlands,Sparta Rotterdam,Eredivisie (Netherlands),€300K,€850,14.6,31.6,9.7,56.8,56,GK,177cm,Right
259290,I. Jagne,19,Sweden,Mjällby,Allsvenskan (Sweden),€325K,€500,44.8,62.6,51.7,9.8,56,CDM,184cm,Right
259242,K. Gutowski,21,Poland,Podbeskidzie,Ekstraklasa (Poland),€325K,€700,48.0,64.2,25.7,11.2,56,CAM,181cm,Right
259182,G. Plumbuitu,16,Romania,Gaz Metan Mediaş,Liga 1 (Romania),€325K,€500,45.2,67.2,25.0,12.4,56,CAM,176cm,Right
259168,Y. Maronne,20,France,Niort,Ligue 2 (France),€275K,€600,14.2,35.0,13.0,56.0,56,GK,183cm,Right
259091,C. Barrett,18,England,Burnley,Premier League (England),€275K,€2K,43.6,61.6,54.3,8.0,56,RB,175cm,Right
259090,W. Rickard,18,Wales,Burnley,Premier League (England),€300K,€3K,49.8,59.6,44.0,11.4,56,CAM,177cm,Right
259079,G. Delguel,19,France,Niort,Ligue 2 (France),€300K,€600,43.4,61.0,53.0,9.4,56,LB,176cm,Left
259078,K. Torgersen,18,Norway,Stabæk,Eliteserien (Norway),€325K,€500,43.0,65.2,51.3,12.0,56,CM,175cm,Right
258964,Zhang Jinliang,23,China PR,Guangzhou City,Super League (China PR),€200K,€1K,35.4,53.6,57.7,11.8,56,CB,184cm,Right
258952,I. Al Barakah,26,Saudi Arabia,Al Hazem,Pro League (Saudi Arabia),€170K,€3K,44.0,56.2,53.7,10.4,56,CDM,185cm,Right
258929,L. Dendoncker,20,Belgium,Brighton & Hove Albion,Premier League (England),€325K,€5K,38.6,54.8,54.7,10.8,56,CB,188cm,Right
258912,Ruly García,23,Spain,Celta de Vigo,La Liga (Spain),€275K,€2K,13.0,33.6,11.7,56.8,56,GK,188cm,Right
258904,J. Flanagan,18,England,Northampton Town,League One (England),€300K,€850,38.6,59.6,53.7,11.0,56,CB,182cm,Right
258888,D. Robson,21,Wales,Hull City,Championship (England),€300K,€1K,13.2,30.2,10.3,56.2,56,GK,192cm,Right
258879,M. Pußwald,21,Austria,Hartberg,Bundesliga (Austria),€275K,€950,12.0,31.6,10.7,56.4,56,GK,182cm,Right
258873,P. Martinez,20,Wales,Bristol Rovers,League One (England),€200K,€2K,45.0,61.0,55.3,7.8,56,CB,186cm,Right
258820,F. Ristanic,17,Austria,Admira,Bundesliga (Austria),€350K,€500,45.0,67.8,15.7,10.2,56,ST,181cm,Right
258813,T. Wolff,20,United States,Atlanta United,Major League Soccer (United States),€375K,€1K,46.8,67.2,31.0,9.8,56,CAM,175cm,Right
258752,R. Omori,17,Japan,Tokyo,J-League (Japan),€325K,€500,34.8,57.6,54.0,8.8,56,CB,183cm,Right
258721,M. Torlak,20,Turkey,Alanyaspor,Super Lig (Turkey),€350K,€2K,46.4,65.2,33.7,10.2,56,CAM,173cm,Right
258696,A. Al Dawsari,27,Saudi Arabia,Al Fayha,Pro League (Saudi Arabia),€150K,€3K,50.4,68.6,21.0,12.0,56,LM,168cm,Right
258671,L. Ravenhill,20,Northern Ireland,Doncaster Rovers,League Two (England),€350K,€2K,42.6,65.4,56.7,9.0,56,CDM,182cm,Right
258646,D. Haimerl,17,Germany,Unterhaching,3. Liga (Germany),€300K,€500,35.6,57.8,54.0,10.6,56,CB,187cm,Right
258614,J. Foulkes,20,England,Walsall,League Two (England),€275K,€2K,34.6,65.4,55.0,10.6,56,RWB,178cm,Right
258591,L. Isherwood,20,England,Accrington Stanley,League Two (England),€275K,€1K,12.0,32.0,10.0,56.0,56,GK,193cm,Right
258562,D. Croitoru,18,Romania,Argeş,Liga 1 (Romania),€350K,€500,46.4,65.4,26.0,10.4,56,LM,177cm,Left
258513,A. Diallo,19,England,Newcastle United,Premier League (England),€375K,€6K,47.6,71.6,22.7,13.8,56,CAM,173cm,Right
258506,C. Chaminade,20,France,Pau,Ligue 2 (France),€250K,€650,39.4,54.6,57.3,10.8,56,CB,186cm,Right
258460,F. Cousin-Dawson,19,Northern Ireland,Bradford City,League Two (England),€275K,€2K,39.2,59.4,54.7,10.0,56,CB,184cm,Right
258406,D. Frelek,21,Poland,Puszcza Niepołomice,Ekstraklasa (Poland),€210K,€650,41.8,61.0,53.7,10.2,56,CB,183cm,Right
258351,I. Boehmer,21,Canada,Vancouver Whitecaps,Major League Soccer (Canada),€300K,€650,15.6,30.0,12.3,55.6,56,GK,188cm,Right
258344,V. Mulțanescu,36,Romania,Academica Clinceni,Liga 1 (Romania),€45K,€800,46.6,57.2,30.0,8.6,56,CAM,187cm,Right
258302,A. Andrade,19,Mexico,Necaxa,Liga MX (Mexico),€325K,€1K,46.8,61.2,57.7,10.4,56,CDM,177cm,Right
